,close,end_date,flag,time,code,open,high,low,volume,money,spot,date,ttm_days,base_sprd
2,5083.0,2020-04-17,1,2020-03-16,IC2004.CCFX,5333.0,5390.0,5072.0,24888.0,26113798200.0,5200.11,2020-03-16,32,-117.10999999999967
1,4996.2,2020-06-19,2,2020-03-16,IC2006.CCFX,5302.0,5302.0,4981.8,28980.0,29856928240.0,5200.11,2020-03-16,95,-203.90999999999985
0,4876.2,2020-09-18,3,2020-03-16,IC2009.CCFX,5190.0,5190.0,4865.0,12820.0,12868832520.0,5200.11,2020-03-16,186,-323.90999999999985
3,5165.4,2020-03-20,0,2020-03-17,IC2003.CCFX,5296.0,5300.8,5052.0,133148.0,137709464320.0,5212.06,2020-03-17,3,-46.660000000000764
2,5108.2,2020-04-17,1,2020-03-17,IC2004.CCFX,5200.0,5237.6,5000.0,34516.0,35285006360.0,5212.06,2020-03-17,31,-103.86000000000058
1,4998.0,2020-06-19,2,2020-03-17,IC2006.CCFX,5100.2,5147.4,4904.8,31636.0,31741682000.0,5212.06,2020-03-17,94,-214.0600000000004
0,4889.8,2020-09-18,3,2020-03-17,IC2009.CCFX,4950.0,5023.6,4790.0,12847.0,12592358400.0,5212.06,2020-03-17,185,-322.2600000000002
3,5087.4,2020-03-20,0,2020-03-18,IC2003.CCFX,5200.0,5324.4,5073.2,121078.0,126355970800.0,5119.47,2020-03-18,2,-32.07000000000062
2,5002.6,2020-04-17,1,2020-03-18,IC2004.CCFX,5120.0,5260.2,4993.0,52808.0,54269314640.0,5119.47,2020-03-18,30,-116.86999999999989
1,4882.8,2020-06-19,2,2020-03-18,IC2006.CCFX,5030.0,5140.2,4878.0,30503.0,30688365200.0,5119.47,2020-03-18,93,-236.67000000000007
0,4767.6,2020-09-18,3,2020-03-18,IC2009.CCFX,4917.0,5015.2,4751.0,13626.0,13389303240.0,5119.47,2020-03-18,184,-351.8699999999999
3,5147.4,2020-03-20,0,2020-03-19,IC2003.CCFX,5119.0,5188.0,5001.0,85782.0,87625029080.0,5157.82,2020-03-19,1,-10.420000000000073
2,5099.6,2020-04-17,1,2020-03-19,IC2004.CCFX,5050.0,5132.0,4943.8,103131.0,104044818160.0,5157.82,2020-03-19,29,-58.219999999999345
1,4966.8,2020-06-19,2,2020-03-19,IC2006.CCFX,4925.6,4997.4,4824.0,35107.0,34554417720.0,5157.82,2020-03-19,92,-191.01999999999953
0,4841.6,2020-09-18,3,2020-03-19,IC2009.CCFX,4800.0,4879.0,4701.0,14453.0,13871503320.0,5157.82,2020-03-19,183,-316.21999999999935
3,5176.2,2020-03-20,0,2020-03-20,IC2003.CCFX,5200.0,5225.0,5132.2,29320.0,30388258000.0,5219.28,2020-03-20,0,-43.07999999999993
2,5166.8,2020-04-17,1,2020-03-20,IC2004.CCFX,5168.0,5180.0,5062.4,120449.0,123459117200.0,5219.28,2020-03-20,28,-52.47999999999956
1,5037.0,2020-06-19,2,2020-03-20,IC2006.CCFX,5040.0,5048.0,4936.0,30432.0,30416541840.0,5219.28,2020-03-20,91,-182.27999999999975
0,4905.0,2020-09-18,3,2020-03-20,IC2009.CCFX,4912.4,4919.2,4813.8,11719.0,11412771320.0,5219.28,2020-03-20,182,-314.27999999999975
2,4964.2,2020-04-17,0,2020-03-23,IC2004.CCFX,5007.0,5079.8,4928.8,128182.0,128238182640.0,4998.91,2020-03-23,25,-34.710000000000036
3,4910.8,2020-05-15,1,2020-03-23,IC2005.CCFX,4960.0,5028.6,4877.6,1744.0,1724804080.0,4998.91,2020-03-23,53,-88.10999999999967
1,4839.0,2020-06-19,2,2020-03-23,IC2006.CCFX,4867.0,4950.2,4810.0,26238.0,25596133800.0,4998.91,2020-03-23,88,-159.90999999999985
0,4716.0,2020-09-18,3,2020-03-23,IC2009.CCFX,4775.0,4822.0,4690.2,10501.0,9971237280.0,4998.91,2020-03-23,179,-282.90999999999985
2,5030.0,2020-04-17,0,2020-03-24,IC2004.CCFX,5060.0,5088.0,4924.6,138452.0,139110689800.0,5096.04,2020-03-24,24,-66.03999999999996
3,4982.2,2020-05-15,1,2020-03-24,IC2005.CCFX,5029.0,5041.8,4882.2,2810.0,2795062800.0,5096.04,2020-03-24,52,-113.84000000000015
1,4911.0,2020-06-19,2,2020-03-24,IC2006.CCFX,4950.0,4967.8,4821.8,28696.0,28195011840.0,5096.04,2020-03-24,87,-185.03999999999996
0,4783.6,2020-09-18,3,2020-03-24,IC2009.CCFX,4808.2,4848.8,4711.0,15290.0,14658126320.0,5096.04,2020-03-24,178,-312.4399999999996
2,5141.6,2020-04-17,0,2020-03-25,IC2004.CCFX,5125.0,5181.8,5097.0,116380.0,119723428960.0,5217.42,2020-03-25,23,-75.81999999999971
3,5091.0,2020-05-15,1,2020-03-25,IC2005.CCFX,5119.8,5126.2,5049.2,2321.0,2363596000.0,5217.42,2020-03-25,51,-126.42000000000007
1,5023.0,2020-06-19,2,2020-03-25,IC2006.CCFX,5020.0,5053.2,4976.2,22577.0,22672014400.0,5217.42,2020-03-25,86,-194.42000000000007
0,4897.8,2020-09-18,3,2020-03-25,IC2009.CCFX,4869.0,4928.6,4853.4,11313.0,11078883400.0,5217.42,2020-03-25,177,-319.6199999999999
2,5089.0,2020-04-17,0,2020-03-26,IC2004.CCFX,5111.0,5155.2,5077.4,104375.0,106794138080.0,5166.11,2020-03-26,22,-77.10999999999967
3,5031.4,2020-05-15,1,2020-03-26,IC2005.CCFX,5058.8,5100.0,5022.2,1962.0,1986825000.0,5166.11,2020-03-26,50,-134.71000000000004
1,4961.2,2020-06-19,2,2020-03-26,IC2006.CCFX,4981.4,5030.2,4953.8,17343.0,17315052120.0,5166.11,2020-03-26,85,-204.90999999999985
0,4831.4,2020-09-18,3,2020-03-26,IC2009.CCFX,4865.0,4906.6,4827.2,9793.0,9536126320.0,5166.11,2020-03-26,176,-334.71000000000004
2,5053.6,2020-04-17,0,2020-03-27,IC2004.CCFX,5149.0,5178.8,5053.6,121557.0,124376084960.0,5137.34,2020-03-27,21,-83.73999999999978
3,5002.0,2020-05-15,1,2020-03-27,IC2005.CCFX,5099.0,5118.8,5002.0,1816.0,1838009840.0,5137.34,2020-03-27,49,-135.34000000000015
1,4935.0,2020-06-19,2,2020-03-27,IC2006.CCFX,5018.0,5045.0,4935.0,22030.0,21995707080.0,5137.34,2020-03-27,84,-202.34000000000015
0,4810.4,2020-09-18,3,2020-03-27,IC2009.CCFX,4900.0,4917.0,4810.4,13053.0,12699495600.0,5137.34,2020-03-27,175,-326.9400000000005
2,4975.2,2020-04-17,0,2020-03-30,IC2004.CCFX,5001.2,5032.8,4909.0,116131.0,115354533640.0,5027.49,2020-03-30,18,-52.289999999999964
3,4922.0,2020-05-15,1,2020-03-30,IC2005.CCFX,4949.2,4977.0,4855.6,2529.0,2483432520.0,5027.49,2020-03-30,46,-105.48999999999978
1,4858.0,2020-06-19,2,2020-03-30,IC2006.CCFX,4898.0,4908.0,4794.4,21410.0,20756793800.0,5027.49,2020-03-30,81,-169.48999999999978
0,4733.8,2020-09-18,3,2020-03-30,IC2009.CCFX,4780.0,4783.6,4678.0,12187.0,11525062400.0,5027.49,2020-03-30,172,-293.6899999999996
2,4958.8,2020-04-17,0,2020-03-31,IC2004.CCFX,5020.0,5044.0,4950.0,103206.0,103218474280.0,5041.45,2020-03-31,17,-82.64999999999964
3,4912.2,2020-05-15,1,2020-03-31,IC2005.CCFX,4962.0,4989.0,4900.0,2440.0,2414471000.0,5041.45,2020-03-31,45,-129.25
1,4845.0,2020-06-19,2,2020-03-31,IC2006.CCFX,4908.2,4919.0,4831.8,18313.0,17874164840.0,5041.45,2020-03-31,80,-196.44999999999982
0,4720.6,2020-09-18,3,2020-03-31,IC2009.CCFX,4780.0,4794.2,4711.0,9226.0,8782503400.0,5041.45,2020-03-31,171,-320.84999999999945
2,4950.4,2020-04-17,0,2020-04-01,IC2004.CCFX,4963.2,5067.0,4937.4,117080.0,117075745960.0,5019.22,2020-04-01,16,-68.82000000000062
3,4902.6,2020-05-15,1,2020-04-01,IC2005.CCFX,4918.0,5013.8,4889.2,2305.0,2280183760.0,5019.22,2020-04-01,44,-116.61999999999989
1,4837.0,2020-06-19,2,2020-04-01,IC2006.CCFX,4830.2,4940.2,4822.8,21198.0,20688659160.0,5019.22,2020-04-01,79,-182.22000000000025
0,4722.0,2020-09-18,3,2020-04-01,IC2009.CCFX,4730.0,4815.0,4706.0,10309.0,9810221840.0,5019.22,2020-04-01,170,-297.22000000000025
2,5130.4,2020-04-17,0,2020-04-02,IC2004.CCFX,4956.0,5133.6,4953.0,123118.0,123825017560.0,5147.2,2020-04-02,15,-16.800000000000182
3,5081.2,2020-05-15,1,2020-04-02,IC2005.CCFX,4901.2,5081.2,4901.2,3164.0,3154102000.0,5147.2,2020-04-02,43,-66.0
1,5011.0,2020-06-19,2,2020-04-02,IC2006.CCFX,4817.0,5016.8,4817.0,23277.0,22863186800.0,5147.2,2020-04-02,78,-136.19999999999982
0,4890.0,2020-09-18,3,2020-04-02,IC2009.CCFX,4710.0,4890.0,4710.0,11635.0,11141677400.0,5147.2,2020-04-02,169,-257.1999999999998
2,5061.6,2020-04-17,0,2020-04-03,IC2004.CCFX,5103.6,5113.0,5029.4,100375.0,101796078440.0,5107.04,2020-04-03,14,-45.4399999999996
3,5012.0,2020-05-15,1,2020-04-03,IC2005.CCFX,5053.6,5059.2,4981.4,3173.0,3188221760.0,5107.04,2020-04-03,42,-95.03999999999996
1,4945.2,2020-06-19,2,2020-04-03,IC2006.CCFX,4986.0,4994.0,4916.4,17822.0,17664278120.0,5107.04,2020-04-03,77,-161.84000000000015
0,4820.4,2020-09-18,3,2020-04-03,IC2009.CCFX,4858.4,4873.6,4793.0,9242.0,8932005000.0,5107.04,2020-04-03,168,-286.6400000000003
2,5213.0,2020-04-17,0,2020-04-07,IC2004.CCFX,5160.0,5241.6,5156.2,96575.0,100538257240.0,5267.07,2020-04-07,10,-54.06999999999971
3,5165.2,2020-05-15,1,2020-04-07,IC2005.CCFX,5110.0,5189.0,5110.0,3103.0,3199233600.0,5267.07,2020-04-07,38,-101.86999999999989
1,5097.2,2020-06-19,2,2020-04-07,IC2006.CCFX,5050.0,5120.0,5047.0,19704.0,20037922080.0,5267.07,2020-04-07,73,-169.8699999999999
0,4970.0,2020-09-18,3,2020-04-07,IC2009.CCFX,4915.0,4993.4,4915.0,10530.0,10438020560.0,5267.07,2020-04-07,164,-297.0699999999997
2,5229.2,2020-04-17,0,2020-04-08,IC2004.CCFX,5195.4,5252.0,5189.0,84867.0,88532913640.0,5271.8,2020-04-08,9,-42.600000000000364
3,5176.4,2020-05-15,1,2020-04-08,IC2005.CCFX,5142.2,5200.0,5139.2,3079.0,3180217400.0,5271.8,2020-04-08,37,-95.40000000000055
1,5108.2,2020-06-19,2,2020-04-08,IC2006.CCFX,5052.0,5131.8,5052.0,15443.0,15740026200.0,5271.8,2020-04-08,72,-163.60000000000036
0,4978.6,2020-09-18,3,2020-04-08,IC2009.CCFX,4960.0,5002.0,4942.6,8662.0,8608907600.0,5271.8,2020-04-08,163,-293.1999999999998
2,5273.2,2020-04-17,0,2020-04-09,IC2004.CCFX,5260.0,5299.0,5250.4,85891.0,90575971640.0,5322.46,2020-04-09,8,-49.26000000000022
3,5216.2,2020-05-15,1,2020-04-09,IC2005.CCFX,5204.0,5244.4,5198.0,5060.0,5281451080.0,5322.46,2020-04-09,36,-106.26000000000022
1,5147.0,2020-06-19,2,2020-04-09,IC2006.CCFX,5131.6,5171.0,5128.0,16835.0,17338230640.0,5322.46,2020-04-09,71,-175.46000000000004
0,5014.0,2020-09-18,3,2020-04-09,IC2009.CCFX,5010.0,5034.0,4996.6,9218.0,9246624080.0,5322.46,2020-04-09,162,-308.46000000000004
2,5195.8,2020-04-17,0,2020-04-10,IC2004.CCFX,5269.2,5274.6,5164.4,97767.0,102045312520.0,5208.51,2020-04-10,7,-12.710000000000036
3,5138.8,2020-05-15,1,2020-04-10,IC2005.CCFX,5207.8,5219.2,5108.0,6410.0,6617583800.0,5208.51,2020-04-10,35,-69.71000000000004
1,5073.2,2020-06-19,2,2020-04-10,IC2006.CCFX,5147.2,5149.6,5045.0,20945.0,21355834480.0,5208.51,2020-04-10,70,-135.3100000000004
0,4938.0,2020-09-18,3,2020-04-10,IC2009.CCFX,5019.0,5019.0,4910.2,10991.0,10909506720.0,5208.51,2020-04-10,161,-270.5100000000002
2,5139.8,2020-04-17,0,2020-04-13,IC2004.CCFX,5160.0,5178.4,5117.8,79025.0,81361091160.0,5169.18,2020-04-13,4,-29.38000000000011
3,5082.0,2020-05-15,1,2020-04-13,IC2005.CCFX,5120.0,5120.0,5061.2,8881.0,9039193480.0,5169.18,2020-04-13,32,-87.18000000000029
1,5018.8,2020-06-19,2,2020-04-13,IC2006.CCFX,5033.8,5058.0,4998.6,16695.0,16788702960.0,5169.18,2020-04-13,67,-150.3800000000001
0,4886.6,2020-09-18,3,2020-04-13,IC2009.CCFX,4900.0,4925.6,4870.8,9050.0,8863687720.0,5169.18,2020-04-13,158,-282.5799999999999
2,5262.0,2020-04-17,0,2020-04-14,IC2004.CCFX,5180.0,5271.0,5175.2,87282.0,91135145680.0,5288.59,2020-04-14,3,-26.590000000000146
3,5200.6,2020-05-15,1,2020-04-14,IC2005.CCFX,5110.0,5208.6,5110.0,14974.0,15464940240.0,5288.59,2020-04-14,31,-87.98999999999978
1,5134.8,2020-06-19,2,2020-04-14,IC2006.CCFX,5049.0,5148.0,5049.0,19468.0,19841472880.0,5288.59,2020-04-14,66,-153.78999999999996
0,5002.0,2020-09-18,3,2020-04-14,IC2009.CCFX,4933.0,5008.0,4919.2,9632.0,9555340280.0,5288.59,2020-04-14,157,-286.59000000000015
2,5251.4,2020-04-17,0,2020-04-15,IC2004.CCFX,5266.0,5303.0,5250.0,71159.0,75076363160.0,5268.75,2020-04-15,2,-17.350000000000364
3,5189.2,2020-05-15,1,2020-04-15,IC2005.CCFX,5211.2,5238.6,5185.4,22653.0,23612554480.0,5268.75,2020-04-15,30,-79.55000000000018
1,5116.6,2020-06-19,2,2020-04-15,IC2006.CCFX,5139.6,5166.2,5114.0,18237.0,18758188280.0,5268.75,2020-04-15,65,-152.14999999999964
0,4980.2,2020-09-18,3,2020-04-15,IC2009.CCFX,5007.6,5025.6,4977.6,7994.0,8002955080.0,5268.75,2020-04-15,156,-288.5500000000002
2,5308.4,2020-04-17,0,2020-04-16,IC2004.CCFX,5235.4,5332.0,5231.4,61961.0,65471090040.0,5316.97,2020-04-16,1,-8.570000000000618
3,5247.0,2020-05-15,1,2020-04-16,IC2005.CCFX,5172.8,5271.4,5166.8,64376.0,67327730280.0,5316.97,2020-04-16,29,-69.97000000000025
1,5171.2,2020-06-19,2,2020-04-16,IC2006.CCFX,5106.8,5193.0,5101.2,24359.0,25097687080.0,5316.97,2020-04-16,64,-145.77000000000044
0,5023.2,2020-09-18,3,2020-04-16,IC2009.CCFX,4964.8,5043.2,4960.6,10141.0,10160367160.0,5316.97,2020-04-16,155,-293.77000000000044
2,5342.0,2020-04-17,0,2020-04-17,IC2004.CCFX,5360.0,5383.0,5337.2,28748.0,30824703400.0,5318.45,2020-04-17,0,23.550000000000182
3,5251.8,2020-05-15,1,2020-04-17,IC2005.CCFX,5308.8,5335.0,5228.4,94599.0,100086632640.0,5318.45,2020-04-17,28,-66.64999999999964
1,5176.6,2020-06-19,2,2020-04-17,IC2006.CCFX,5220.2,5258.6,5160.0,24837.0,25929126080.0,5318.45,2020-04-17,63,-141.84999999999945
0,5031.0,2020-09-18,3,2020-04-17,IC2009.CCFX,5075.0,5106.6,5013.0,10838.0,10989764280.0,5318.45,2020-04-17,154,-287.4499999999998
2,5295.2,2020-05-15,0,2020-04-20,IC2005.CCFX,5280.0,5307.0,5250.8,70358.0,74400300160.0,5381.79,2020-04-20,25,-86.59000000000015
1,5221.4,2020-06-19,1,2020-04-20,IC2006.CCFX,5165.0,5228.0,5165.0,16794.0,17502476040.0,5381.79,2020-04-20,60,-160.39000000000033
0,5070.2,2020-09-18,2,2020-04-20,IC2009.CCFX,5050.2,5080.4,5034.2,9847.0,9974840920.0,5381.79,2020-04-20,151,-311.59000000000015
3,4970.2,2020-12-18,3,2020-04-20,IC2012.CCFX,4969.0,4998.6,4922.8,3268.0,3253661920.0,5381.79,2020-04-20,242,-411.59000000000015
2,5255.8,2020-05-15,0,2020-04-21,IC2005.CCFX,5276.4,5282.8,5176.4,90792.0,95001324200.0,5343.88,2020-04-21,24,-88.07999999999993
1,5174.0,2020-06-19,1,2020-04-21,IC2006.CCFX,5216.0,5216.0,5103.2,22852.0,23566589680.0,5343.88,2020-04-21,59,-169.8800000000001
0,5006.2,2020-09-18,2,2020-04-21,IC2009.CCFX,5050.0,5055.6,4948.0,11074.0,11070896640.0,5343.88,2020-04-21,150,-337.6800000000003
3,4902.2,2020-12-18,3,2020-04-21,IC2012.CCFX,4954.2,4955.8,4850.0,2467.0,2416463560.0,5343.88,2020-04-21,241,-441.6800000000003
2,5319.0,2020-05-15,0,2020-04-22,IC2005.CCFX,5215.0,5322.0,5212.8,89027.0,93724913240.0,5387.62,2020-04-22,23,-68.61999999999989
1,5239.2,2020-06-19,1,2020-04-22,IC2006.CCFX,5135.2,5239.2,5133.2,21775.0,22566082200.0,5387.62,2020-04-22,58,-148.42000000000007
0,5050.0,2020-09-18,2,2020-04-22,IC2009.CCFX,4970.2,5050.0,4960.2,10777.0,10783725400.0,5387.62,2020-04-22,149,-337.6199999999999
3,4933.0,2020-12-18,3,2020-04-22,IC2012.CCFX,4883.6,4934.0,4850.0,2589.0,2530767640.0,5387.62,2020-04-22,240,-454.6199999999999
2,5282.6,2020-05-15,0,2020-04-23,IC2005.CCFX,5310.4,5332.8,5263.2,83304.0,88161917720.0,5357.79,2020-04-23,22,-75.1899999999996
1,5204.4,2020-06-19,1,2020-04-23,IC2006.CCFX,5240.0,5249.8,5186.6,18451.0,19240342720.0,5357.79,2020-04-23,57,-153.39000000000033
0,5017.2,2020-09-18,2,2020-04-23,IC2009.CCFX,5061.0,5061.0,5003.6,8582.0,8627527480.0,5357.79,2020-04-23,148,-340.59000000000015
3,4896.4,2020-12-18,3,2020-04-23,IC2012.CCFX,4948.0,4948.0,4885.0,2149.0,2109025360.0,5357.79,2020-04-23,239,-461.3900000000003
2,5216.2,2020-05-15,0,2020-04-24,IC2005.CCFX,5267.0,5279.8,5188.2,83713.0,87571331240.0,5273.55,2020-04-24,21,-57.350000000000364
1,5144.6,2020-06-19,1,2020-04-24,IC2006.CCFX,5190.2,5201.6,5117.2,20125.0,20753567520.0,5273.55,2020-04-24,56,-128.94999999999982
0,4969.2,2020-09-18,2,2020-04-24,IC2009.CCFX,5010.8,5013.4,4948.2,9470.0,9428761240.0,5273.55,2020-04-24,147,-304.35000000000036
3,4854.0,2020-12-18,3,2020-04-24,IC2012.CCFX,4889.4,4896.8,4831.0,1987.0,1932086400.0,5273.55,2020-04-24,238,-419.5500000000002
2,5202.8,2020-05-15,0,2020-04-27,IC2005.CCFX,5230.0,5265.0,5189.6,77761.0,81318696760.0,5265.72,2020-04-27,18,-62.92000000000007
1,5134.8,2020-06-19,1,2020-04-27,IC2006.CCFX,5141.0,5188.8,5123.8,18748.0,19338716440.0,5265.72,2020-04-27,53,-130.92000000000007
0,4969.2,2020-09-18,2,2020-04-27,IC2009.CCFX,4975.0,5008.8,4955.0,9277.0,9244810840.0,5265.72,2020-04-27,144,-296.52000000000044
3,4849.2,2020-12-18,3,2020-04-27,IC2012.CCFX,4861.2,4890.8,4836.0,1671.0,1624923880.0,5265.72,2020-04-27,235,-416.52000000000044
2,5162.2,2020-05-15,0,2020-04-28,IC2005.CCFX,5202.8,5213.0,5055.0,104737.0,107982063760.0,5227.85,2020-04-28,17,-65.65000000000055
1,5093.2,2020-06-19,1,2020-04-28,IC2006.CCFX,5143.2,5144.2,5000.0,27556.0,28030323000.0,5227.85,2020-04-28,52,-134.65000000000055
0,4931.2,2020-09-18,2,2020-04-28,IC2009.CCFX,4971.0,4980.0,4854.6,13402.0,13205782600.0,5227.85,2020-04-28,143,-296.65000000000055
3,4814.0,2020-12-18,3,2020-04-28,IC2012.CCFX,4855.8,4861.0,4747.6,3372.0,3246609840.0,5227.85,2020-04-28,234,-413.85000000000036
2,5188.2,2020-05-15,0,2020-04-29,IC2005.CCFX,5157.6,5217.6,5154.0,77729.0,80652711640.0,5226.81,2020-04-29,16,-38.61000000000058
1,5119.0,2020-06-19,1,2020-04-29,IC2006.CCFX,5080.2,5147.0,5080.2,19121.0,19577320840.0,5226.81,2020-04-29,51,-107.8100000000004
0,4953.0,2020-09-18,2,2020-04-29,IC2009.CCFX,4921.0,4977.8,4921.0,8326.0,8250044120.0,5226.81,2020-04-29,142,-273.8100000000004
3,4839.2,2020-12-18,3,2020-04-29,IC2012.CCFX,4813.8,4860.2,4803.4,2138.0,2068537960.0,5226.81,2020-04-29,233,-387.6100000000006
2,5332.0,2020-05-15,0,2020-04-30,IC2005.CCFX,5232.0,5349.2,5227.0,89562.0,95010685040.0,5353.86,2020-04-30,15,-21.859999999999673
1,5268.8,2020-06-19,1,2020-04-30,IC2006.CCFX,5164.8,5282.6,5160.0,24942.0,26098011640.0,5353.86,2020-04-30,50,-85.05999999999949
0,5107.2,2020-09-18,2,2020-04-30,IC2009.CCFX,4998.8,5120.0,4995.0,13135.0,13309697160.0,5353.86,2020-04-30,141,-246.65999999999985
3,4996.0,2020-12-18,3,2020-04-30,IC2012.CCFX,4881.0,5009.0,4880.6,3389.0,3351942120.0,5353.86,2020-04-30,232,-357.8599999999997
2,5413.6,2020-05-15,0,2020-05-06,IC2005.CCFX,5305.0,5432.6,5303.8,80459.0,86359959720.0,5451.32,2020-05-06,9,-37.719999999999345
1,5342.0,2020-06-19,1,2020-05-06,IC2006.CCFX,5255.0,5362.0,5236.2,23759.0,25143401560.0,5451.32,2020-05-06,44,-109.31999999999971
0,5180.2,2020-09-18,2,2020-05-06,IC2009.CCFX,5057.0,5197.4,5057.0,12850.0,13163738200.0,5451.32,2020-05-06,135,-271.1199999999999
3,5061.2,2020-12-18,3,2020-05-06,IC2012.CCFX,4950.2,5080.0,4950.2,3257.0,3259927200.0,5451.32,2020-05-06,226,-390.1199999999999
2,5402.6,2020-05-15,0,2020-05-07,IC2005.CCFX,5420.0,5433.0,5377.0,74941.0,81075699440.0,5445.75,2020-05-07,8,-43.149999999999636
1,5326.6,2020-06-19,1,2020-05-07,IC2006.CCFX,5347.4,5361.2,5306.2,20143.0,21502652000.0,5445.75,2020-05-07,43,-119.14999999999964
0,5163.0,2020-09-18,2,2020-05-07,IC2009.CCFX,5185.0,5196.2,5144.2,9009.0,9323719000.0,5445.75,2020-05-07,134,-282.75
3,5046.0,2020-12-18,3,2020-05-07,IC2012.CCFX,5061.4,5078.0,5026.8,2986.0,3021085920.0,5445.75,2020-05-07,225,-399.75
2,5479.8,2020-05-15,0,2020-05-08,IC2005.CCFX,5444.0,5510.0,5428.0,84093.0,92017251080.0,5507.7,2020-05-08,7,-27.899999999999636
1,5402.6,2020-06-19,1,2020-05-08,IC2006.CCFX,5365.8,5431.0,5352.8,28063.0,30285929240.0,5507.7,2020-05-08,42,-105.09999999999945
0,5234.4,2020-09-18,2,2020-05-08,IC2009.CCFX,5210.0,5267.6,5186.2,10927.0,11426947840.0,5507.7,2020-05-08,133,-273.3000000000002
3,5119.8,2020-12-18,3,2020-05-08,IC2012.CCFX,5088.0,5154.4,5071.4,3117.0,3187770640.0,5507.7,2020-05-08,224,-387.89999999999964
2,5468.2,2020-05-15,0,2020-05-11,IC2005.CCFX,5506.8,5538.0,5448.4,76023.0,83413182320.0,5496.19,2020-05-11,4,-27.98999999999978
1,5385.2,2020-06-19,1,2020-05-11,IC2006.CCFX,5426.0,5457.8,5368.8,29676.0,32088833520.0,5496.19,2020-05-11,39,-110.98999999999978
0,5216.4,2020-09-18,2,2020-05-11,IC2009.CCFX,5245.0,5290.0,5200.4,9473.0,9924633680.0,5496.19,2020-05-11,130,-279.78999999999996
3,5102.2,2020-12-18,3,2020-05-11,IC2012.CCFX,5172.0,5175.0,5083.8,2976.0,3050258840.0,5496.19,2020-05-11,221,-393.9899999999998
2,5486.0,2020-05-15,0,2020-05-12,IC2005.CCFX,5465.0,5502.8,5430.2,78694.0,86098010280.0,5512.46,2020-05-12,3,-26.460000000000036
1,5400.8,2020-06-19,1,2020-05-12,IC2006.CCFX,5392.0,5417.8,5351.0,31981.0,34464904600.0,5512.46,2020-05-12,38,-111.65999999999985
0,5222.6,2020-09-18,2,2020-05-12,IC2009.CCFX,5209.8,5236.8,5176.0,10160.0,10591851720.0,5512.46,2020-05-12,129,-289.8599999999997
3,5106.8,2020-12-18,3,2020-05-12,IC2012.CCFX,5102.2,5122.8,5057.6,3464.0,3531999000.0,5512.46,2020-05-12,220,-405.65999999999985
2,5519.0,2020-05-15,0,2020-05-13,IC2005.CCFX,5470.0,5531.4,5461.6,62443.0,68615373920.0,5536.28,2020-05-13,2,-17.279999999999745
1,5431.0,2020-06-19,1,2020-05-13,IC2006.CCFX,5384.8,5444.0,5376.8,38904.0,42094996360.0,5536.28,2020-05-13,37,-105.27999999999975
0,5241.0,2020-09-18,2,2020-05-13,IC2009.CCFX,5210.0,5250.0,5198.0,8811.0,9202670840.0,5536.28,2020-05-13,128,-295.27999999999975
3,5117.4,2020-12-18,3,2020-05-13,IC2012.CCFX,5089.8,5124.6,5081.0,2876.0,2934041240.0,5536.28,2020-05-13,219,-418.8800000000001
2,5490.4,2020-05-15,0,2020-05-14,IC2005.CCFX,5501.8,5519.4,5476.2,46438.0,51015458000.0,5487.11,2020-05-14,1,3.2899999999999636
1,5408.6,2020-06-19,1,2020-05-14,IC2006.CCFX,5413.2,5427.0,5383.4,68948.0,74464314600.0,5487.11,2020-05-14,36,-78.50999999999931
0,5213.4,2020-09-18,2,2020-05-14,IC2009.CCFX,5229.6,5238.0,5190.0,10561.0,11002361760.0,5487.11,2020-05-14,127,-273.71000000000004
3,5087.0,2020-12-18,3,2020-05-14,IC2012.CCFX,5096.0,5110.6,5065.4,3205.0,3259836040.0,5487.11,2020-05-14,218,-400.1099999999997
2,5526.4,2020-05-15,0,2020-05-15,IC2005.CCFX,5510.2,5543.2,5486.0,24094.0,26576295880.0,5507.93,2020-05-15,0,18.469999999999345
1,5404.6,2020-06-19,1,2020-05-15,IC2006.CCFX,5437.0,5470.0,5403.8,98181.0,106694684120.0,5507.93,2020-05-15,35,-103.32999999999993
0,5209.8,2020-09-18,2,2020-05-15,IC2009.CCFX,5239.4,5272.8,5209.4,12681.0,13281937600.0,5507.93,2020-05-15,126,-298.1300000000001
3,5081.2,2020-12-18,3,2020-05-15,IC2012.CCFX,5100.4,5139.0,5081.2,3874.0,3958640720.0,5507.93,2020-05-15,217,-426.7300000000005
1,5389.4,2020-06-19,0,2020-05-18,IC2006.CCFX,5434.6,5450.0,5372.0,101629.0,110023973200.0,5478.82,2020-05-18,32,-89.42000000000007
2,5320.8,2020-07-17,1,2020-05-18,IC2007.CCFX,5379.8,5380.0,5304.0,1556.0,1662372600.0,5478.82,2020-05-18,60,-158.01999999999953
0,5201.8,2020-09-18,2,2020-05-18,IC2009.CCFX,5230.2,5256.6,5184.8,12365.0,12915470600.0,5478.82,2020-05-18,123,-277.0199999999995
3,5072.0,2020-12-18,3,2020-05-18,IC2012.CCFX,5100.2,5123.0,5053.4,3449.0,3512529000.0,5478.82,2020-05-18,214,-406.8199999999997
1,5454.2,2020-06-19,0,2020-05-19,IC2006.CCFX,5431.2,5466.8,5418.4,87615.0,95418381520.0,5547.88,2020-05-19,31,-93.68000000000029
