,close,end_date,flag,time,code,open,high,low,volume,money,spot,date,ttm_days,base_sprd
3,4245.2,2019-06-21,3,2018-11-09,IC1906.CCFX,4235.2,4264.6,4230.0,132.0,112077680.0,4368.61,2018-11-09,224,-123.40999999999985
0,4487.2,2018-11-16,0,2018-11-12,IC1811.CCFX,4368.0,4496.2,4354.4,14855.0,13177442640.0,4481.69,2018-11-12,4,5.510000000000218
1,4468.0,2018-12-21,1,2018-11-12,IC1812.CCFX,4346.6,4475.0,4335.0,5839.0,5152866840.0,4481.69,2018-11-12,39,-13.6899999999996
2,4416.8,2019-03-15,2,2018-11-12,IC1903.CCFX,4292.0,4427.4,4281.8,874.0,763411000.0,4481.69,2018-11-12,123,-64.88999999999942
3,4356.0,2019-06-21,3,2018-11-12,IC1906.CCFX,4228.4,4372.0,4228.4,190.0,164050000.0,4481.69,2018-11-12,221,-125.6899999999996
0,4571.0,2018-11-16,0,2018-11-13,IC1811.CCFX,4440.0,4606.8,4439.8,17653.0,15987720880.0,4563.54,2018-11-13,3,7.460000000000036
1,4558.6,2018-12-21,1,2018-11-13,IC1812.CCFX,4430.0,4590.0,4418.6,11184.0,10090458720.0,4563.54,2018-11-13,38,-4.9399999999996
2,4511.4,2019-03-15,2,2018-11-13,IC1903.CCFX,4390.8,4540.8,4369.8,1117.0,998576160.0,4563.54,2018-11-13,122,-52.14000000000033
3,4453.0,2019-06-21,3,2018-11-13,IC1906.CCFX,4330.2,4481.8,4330.2,231.0,204387480.0,4563.54,2018-11-13,220,-110.53999999999996
0,4552.6,2018-11-16,0,2018-11-14,IC1811.CCFX,4576.8,4612.4,4533.0,15405.0,14069354480.0,4545.51,2018-11-14,2,7.0900000000001455
1,4535.6,2018-12-21,1,2018-11-14,IC1812.CCFX,4558.8,4599.8,4518.6,10924.0,9942644320.0,4545.51,2018-11-14,37,-9.909999999999854
2,4493.0,2019-03-15,2,2018-11-14,IC1903.CCFX,4513.4,4555.0,4474.0,1139.0,1027299600.0,4545.51,2018-11-14,121,-52.51000000000022
3,4433.4,2019-06-21,3,2018-11-14,IC1906.CCFX,4453.0,4496.8,4421.2,262.0,233606120.0,4545.51,2018-11-14,219,-112.11000000000058
0,4620.0,2018-11-16,0,2018-11-15,IC1811.CCFX,4543.6,4628.8,4543.6,11467.0,10516379640.0,4619.81,2018-11-15,1,0.18999999999959982
1,4619.0,2018-12-21,1,2018-11-15,IC1812.CCFX,4549.2,4628.0,4532.0,15452.0,14153275200.0,4619.81,2018-11-15,36,-0.8100000000004002
2,4584.8,2019-03-15,2,2018-11-15,IC1903.CCFX,4493.0,4590.0,4490.8,1380.0,1253065200.0,4619.81,2018-11-15,120,-35.01000000000022
3,4536.4,2019-06-21,3,2018-11-15,IC1906.CCFX,4443.8,4539.2,4441.4,265.0,237802280.0,4619.81,2018-11-15,218,-83.41000000000076
0,4668.0,2018-11-16,0,2018-11-16,IC1811.CCFX,4620.0,4698.0,4605.4,5684.0,5274833520.0,4659.1,2018-11-16,0,8.899999999999636
1,4647.8,2018-12-21,1,2018-11-16,IC1812.CCFX,4625.0,4710.6,4602.8,19604.0,18238894840.0,4659.1,2018-11-16,35,-11.300000000000182
2,4613.8,2019-03-15,2,2018-11-16,IC1903.CCFX,4582.8,4675.4,4564.8,1706.0,1575223520.0,4659.1,2018-11-16,119,-45.30000000000018
3,4563.0,2019-06-21,3,2018-11-16,IC1906.CCFX,4534.6,4613.2,4520.0,360.0,328527120.0,4659.1,2018-11-16,217,-96.10000000000036
1,4659.4,2018-12-21,0,2018-11-19,IC1812.CCFX,4657.0,4683.6,4594.6,17760.0,16452722600.0,4670.74,2018-11-19,32,-11.340000000000146
2,4645.6,2019-01-18,1,2018-11-19,IC1901.CCFX,4648.2,4680.0,4580.0,387.0,356962920.0,4670.74,2018-11-19,60,-25.139999999999418
0,4613.6,2019-03-15,2,2018-11-19,IC1903.CCFX,4618.0,4646.2,4555.4,1332.0,1222966440.0,4670.74,2018-11-19,116,-57.13999999999942
3,4569.8,2019-06-21,3,2018-11-19,IC1906.CCFX,4575.8,4591.6,4505.0,263.0,238866560.0,4670.74,2018-11-19,214,-100.9399999999996
1,4520.0,2018-12-21,0,2018-11-20,IC1812.CCFX,4627.6,4635.0,4512.4,21435.0,19610916640.0,4537.45,2018-11-20,31,-17.449999999999818
2,4507.8,2019-01-18,1,2018-11-20,IC1901.CCFX,4603.4,4617.8,4494.4,432.0,393891960.0,4537.45,2018-11-20,59,-29.649999999999636
0,4470.2,2019-03-15,2,2018-11-20,IC1903.CCFX,4575.0,4591.0,4462.6,1903.0,1721155080.0,4537.45,2018-11-20,115,-67.25
3,4434.0,2019-06-21,3,2018-11-20,IC1906.CCFX,4540.2,4540.8,4424.0,298.0,266689520.0,4537.45,2018-11-20,213,-103.44999999999982
1,4536.2,2018-12-21,0,2018-11-21,IC1812.CCFX,4480.0,4557.0,4449.2,19133.0,17226532400.0,4554.67,2018-11-21,30,-18.470000000000255
2,4514.0,2019-01-18,1,2018-11-21,IC1901.CCFX,4466.6,4533.8,4436.6,414.0,370654200.0,4554.67,2018-11-21,58,-40.67000000000007
0,4485.4,2019-03-15,2,2018-11-21,IC1903.CCFX,4440.0,4507.0,4405.0,1681.0,1497543520.0,4554.67,2018-11-21,114,-69.27000000000044
3,4446.6,2019-06-21,3,2018-11-21,IC1906.CCFX,4355.0,4457.6,4355.0,204.0,180056040.0,4554.67,2018-11-21,212,-108.06999999999971
1,4523.0,2018-12-21,0,2018-11-22,IC1812.CCFX,4550.0,4574.8,4484.4,17226.0,15608683600.0,4551.33,2018-11-22,29,-28.329999999999927
2,4508.0,2019-01-18,1,2018-11-22,IC1901.CCFX,4529.2,4550.4,4468.6,385.0,347459480.0,4551.33,2018-11-22,57,-43.32999999999993
0,4473.0,2019-03-15,2,2018-11-22,IC1903.CCFX,4500.0,4525.0,4440.0,1417.0,1270760000.0,4551.33,2018-11-22,113,-78.32999999999993
3,4433.8,2019-06-21,3,2018-11-22,IC1906.CCFX,4453.4,4473.6,4397.4,146.0,129398960.0,4551.33,2018-11-22,211,-117.52999999999975
1,4328.2,2018-12-21,0,2018-11-23,IC1812.CCFX,4514.0,4521.0,4327.6,19515.0,17192813000.0,4374.76,2018-11-23,28,-46.5600000000004
2,4308.4,2019-01-18,1,2018-11-23,IC1901.CCFX,4490.8,4493.4,4308.4,530.0,466096280.0,4374.76,2018-11-23,56,-66.36000000000058
0,4280.0,2019-03-15,2,2018-11-23,IC1903.CCFX,4461.8,4474.2,4279.2,2043.0,1779983640.0,4374.76,2018-11-23,112,-94.76000000000022
3,4244.0,2019-06-21,3,2018-11-23,IC1906.CCFX,4401.8,4401.8,4244.0,303.0,261434200.0,4374.76,2018-11-23,210,-130.76000000000022
1,4315.8,2018-12-21,0,2018-11-26,IC1812.CCFX,4338.0,4371.6,4283.6,17973.0,15575464400.0,4367.46,2018-11-26,25,-51.659999999999854
2,4286.2,2019-01-18,1,2018-11-26,IC1901.CCFX,4319.2,4348.8,4266.6,571.0,492324320.0,4367.46,2018-11-26,53,-81.26000000000022
0,4264.0,2019-03-15,2,2018-11-26,IC1903.CCFX,4291.2,4323.8,4233.4,1895.0,1622476000.0,4367.46,2018-11-26,109,-103.46000000000004
3,4222.8,2019-06-21,3,2018-11-26,IC1906.CCFX,4244.0,4279.0,4188.8,389.0,330472320.0,4367.46,2018-11-26,207,-144.65999999999985
1,4344.2,2018-12-21,0,2018-11-27,IC1812.CCFX,4347.6,4378.6,4307.0,16618.0,14432462720.0,4387.65,2018-11-27,24,-43.44999999999982
2,4320.2,2019-01-18,1,2018-11-27,IC1901.CCFX,4323.4,4355.8,4288.2,655.0,566418960.0,4387.65,2018-11-27,52,-67.44999999999982
0,4284.2,2019-03-15,2,2018-11-27,IC1903.CCFX,4293.0,4326.0,4253.0,1317.0,1130465680.0,4387.65,2018-11-27,108,-103.44999999999982
3,4246.0,2019-06-21,3,2018-11-27,IC1906.CCFX,4240.8,4284.0,4218.6,268.0,227807800.0,4387.65,2018-11-27,206,-141.64999999999964
1,4398.0,2018-12-21,0,2018-11-28,IC1812.CCFX,4342.4,4419.0,4272.4,20530.0,17896776600.0,4441.86,2018-11-28,23,-43.85999999999967
2,4382.4,2019-01-18,1,2018-11-28,IC1901.CCFX,4325.6,4396.4,4254.8,810.0,702492880.0,4441.86,2018-11-28,51,-59.460000000000036
0,4342.0,2019-03-15,2,2018-11-28,IC1903.CCFX,4291.0,4361.2,4220.2,1814.0,1560834400.0,4441.86,2018-11-28,107,-99.85999999999967
3,4291.0,2019-06-21,3,2018-11-28,IC1906.CCFX,4246.0,4315.8,4179.0,223.0,189828640.0,4441.86,2018-11-28,205,-150.85999999999967
1,4312.2,2018-12-21,0,2018-11-29,IC1812.CCFX,4447.0,4447.0,4296.6,18424.0,16133050520.0,4345.7,2018-11-29,22,-33.5
2,4291.0,2019-01-18,1,2018-11-29,IC1901.CCFX,4406.6,4421.8,4278.2,665.0,578591960.0,4345.7,2018-11-29,50,-54.69999999999982
0,4258.0,2019-03-15,2,2018-11-29,IC1903.CCFX,4377.6,4395.6,4238.8,1477.0,1278041920.0,4345.7,2018-11-29,106,-87.69999999999982
3,4200.0,2019-06-21,3,2018-11-29,IC1906.CCFX,4341.4,4341.4,4190.0,205.0,174907800.0,4345.7,2018-11-29,204,-145.69999999999982
1,4328.2,2018-12-21,0,2018-11-30,IC1812.CCFX,4303.6,4360.0,4238.0,19625.0,16894512840.0,4376.65,2018-11-30,21,-48.44999999999982
2,4306.0,2019-01-18,1,2018-11-30,IC1901.CCFX,4291.0,4329.8,4214.2,1229.0,1051487200.0,4376.65,2018-11-30,49,-70.64999999999964
0,4270.0,2019-03-15,2,2018-11-30,IC1903.CCFX,4250.0,4300.0,4182.2,1717.0,1455989760.0,4376.65,2018-11-30,105,-106.64999999999964
3,4210.6,2019-06-21,3,2018-11-30,IC1906.CCFX,4190.0,4240.0,4124.4,241.0,201924120.0,4376.65,2018-11-30,203,-166.04999999999927
1,4472.0,2018-12-21,0,2018-12-03,IC1812.CCFX,4488.6,4524.0,4419.0,23921.0,21448577520.0,4515.17,2018-12-03,18,-43.17000000000007
2,4455.0,2019-01-18,1,2018-12-03,IC1901.CCFX,4420.0,4500.0,4403.2,1355.0,1209378640.0,4515.17,2018-12-03,46,-60.17000000000007
0,4420.0,2019-03-15,2,2018-12-03,IC1903.CCFX,4425.8,4475.0,4369.4,2529.0,2242152800.0,4515.17,2018-12-03,102,-95.17000000000007
3,4376.0,2019-06-21,3,2018-12-03,IC1906.CCFX,4318.4,4437.0,4318.4,577.0,506153760.0,4515.17,2018-12-03,200,-139.17000000000007
1,4514.6,2018-12-21,0,2018-12-04,IC1812.CCFX,4458.8,4528.0,4452.2,24564.0,22056444000.0,4536.21,2018-12-04,17,-21.609999999999673
2,4496.4,2019-01-18,1,2018-12-04,IC1901.CCFX,4450.0,4507.4,4435.6,1608.0,1436975120.0,4536.21,2018-12-04,45,-39.8100000000004
0,4459.8,2019-03-15,2,2018-12-04,IC1903.CCFX,4406.4,4474.6,4403.6,2297.0,2039241440.0,4536.21,2018-12-04,101,-76.40999999999985
3,4413.0,2019-06-21,3,2018-12-04,IC1906.CCFX,4363.0,4425.8,4363.0,459.0,403192160.0,4536.21,2018-12-04,199,-123.21000000000004
1,4470.0,2018-12-21,0,2018-12-05,IC1812.CCFX,4429.8,4526.0,4429.0,30742.0,27510678040.0,4502.7,2018-12-05,16,-32.69999999999982
2,4454.8,2019-01-18,1,2018-12-05,IC1901.CCFX,4428.6,4503.8,4405.2,2511.0,2237797760.0,4502.7,2018-12-05,44,-47.899999999999636
0,4415.8,2019-03-15,2,2018-12-05,IC1903.CCFX,4366.2,4471.6,4365.0,2965.0,2620207920.0,4502.7,2018-12-05,100,-86.89999999999964
3,4369.8,2019-06-21,3,2018-12-05,IC1906.CCFX,4349.2,4410.0,4326.8,358.0,312781600.0,4502.7,2018-12-05,198,-132.89999999999964
1,4388.2,2018-12-21,0,2018-12-06,IC1812.CCFX,4429.0,4460.0,4372.0,30017.0,26478022720.0,4411.09,2018-12-06,15,-22.890000000000327
2,4368.2,2019-01-18,1,2018-12-06,IC1901.CCFX,4432.4,4441.2,4353.6,2442.0,2146535920.0,4411.09,2018-12-06,43,-42.89000000000033
0,4335.4,2019-03-15,2,2018-12-06,IC1903.CCFX,4380.0,4409.6,4321.8,2947.0,2570319520.0,4411.09,2018-12-06,99,-75.69000000000051
3,4284.2,2019-06-21,3,2018-12-06,IC1906.CCFX,4331.4,4351.8,4274.0,432.0,371942000.0,4411.09,2018-12-06,197,-126.89000000000033
1,4386.0,2018-12-21,0,2018-12-07,IC1812.CCFX,4408.6,4419.8,4381.8,21037.0,18501172240.0,4410.96,2018-12-07,14,-24.960000000000036
2,4366.0,2019-01-18,1,2018-12-07,IC1901.CCFX,4376.0,4401.8,4361.8,1989.0,1741197680.0,4410.96,2018-12-07,42,-44.960000000000036
0,4332.2,2019-03-15,2,2018-12-07,IC1903.CCFX,4361.2,4367.6,4330.6,1733.0,1506167440.0,4410.96,2018-12-07,98,-78.76000000000022
3,4285.8,2019-06-21,3,2018-12-07,IC1906.CCFX,4293.0,4315.8,4280.8,338.0,290445280.0,4410.96,2018-12-07,196,-125.15999999999985
1,4336.6,2018-12-21,0,2018-12-10,IC1812.CCFX,4362.2,4384.6,4325.0,22266.0,19367563000.0,4359.31,2018-12-10,11,-22.710000000000036
2,4312.8,2019-01-18,1,2018-12-10,IC1901.CCFX,4344.2,4362.0,4305.0,2345.0,2029862760.0,4359.31,2018-12-10,39,-46.51000000000022
0,4280.0,2019-03-15,2,2018-12-10,IC1903.CCFX,4281.6,4331.0,4274.4,1911.0,1642331760.0,4359.31,2018-12-10,95,-79.3100000000004
3,4229.6,2019-06-21,3,2018-12-10,IC1906.CCFX,4272.2,4282.0,4223.8,272.0,231052080.0,4359.31,2018-12-10,193,-129.71000000000004
1,4387.2,2018-12-21,0,2018-12-11,IC1812.CCFX,4356.4,4389.0,4338.0,23570.0,20566017680.0,4395.57,2018-12-11,10,-8.36999999999989
2,4362.8,2019-01-18,1,2018-12-11,IC1901.CCFX,4325.0,4368.6,4316.2,3528.0,3065191200.0,4395.57,2018-12-11,38,-32.76999999999953
0,4333.4,2019-03-15,2,2018-12-11,IC1903.CCFX,4290.2,4335.0,4282.4,2272.0,1958281600.0,4395.57,2018-12-11,94,-62.17000000000007
3,4277.2,2019-06-21,3,2018-12-11,IC1906.CCFX,4253.0,4283.0,4235.0,316.0,269184000.0,4395.57,2018-12-11,192,-118.36999999999989
1,4371.8,2018-12-21,0,2018-12-12,IC1812.CCFX,4401.0,4407.6,4359.8,24639.0,21593044160.0,4393.32,2018-12-12,9,-21.519999999999527
2,4344.8,2019-01-18,1,2018-12-12,IC1901.CCFX,4395.6,4395.6,4337.2,4033.0,3514945040.0,4393.32,2018-12-12,37,-48.51999999999953
0,4312.0,2019-03-15,2,2018-12-12,IC1903.CCFX,4360.0,4360.0,4304.2,2373.0,2054283320.0,4393.32,2018-12-12,93,-81.31999999999971
3,4260.2,2019-06-21,3,2018-12-12,IC1906.CCFX,4282.0,4300.8,4240.0,377.0,322421520.0,4393.32,2018-12-12,191,-133.1199999999999
1,4430.2,2018-12-21,0,2018-12-13,IC1812.CCFX,4384.8,4472.8,4354.4,30522.0,27005180240.0,4443.16,2018-12-13,8,-12.960000000000036
2,4408.2,2019-01-18,1,2018-12-13,IC1901.CCFX,4376.6,4449.4,4332.0,5359.0,4719336520.0,4443.16,2018-12-13,36,-34.960000000000036
0,4379.8,2019-03-15,2,2018-12-13,IC1903.CCFX,4333.4,4417.2,4302.0,3954.0,3457723240.0,4443.16,2018-12-13,92,-63.35999999999967
3,4329.0,2019-06-21,3,2018-12-13,IC1906.CCFX,4272.8,4363.6,4251.4,527.0,454426000.0,4443.16,2018-12-13,190,-114.15999999999985
1,4329.6,2018-12-21,0,2018-12-14,IC1812.CCFX,4420.2,4431.0,4315.6,26842.0,23501554880.0,4337.1,2018-12-14,7,-7.5
2,4305.0,2019-01-18,1,2018-12-14,IC1901.CCFX,4395.8,4408.0,4291.2,4708.0,4101458680.0,4337.1,2018-12-14,35,-32.100000000000364
0,4270.0,2019-03-15,2,2018-12-14,IC1903.CCFX,4379.8,4381.4,4257.0,3673.0,3175785200.0,4337.1,2018-12-14,91,-67.10000000000036
3,4218.6,2019-06-21,3,2018-12-14,IC1906.CCFX,4311.2,4324.8,4207.2,566.0,483434360.0,4337.1,2018-12-14,189,-118.5
1,4321.2,2018-12-21,0,2018-12-17,IC1812.CCFX,4320.0,4342.6,4273.0,27345.0,23589595800.0,4330.65,2018-12-17,4,-9.449999999999818
2,4295.6,2019-01-18,1,2018-12-17,IC1901.CCFX,4288.8,4317.8,4247.8,6921.0,5934310920.0,4330.65,2018-12-17,32,-35.04999999999927
0,4256.8,2019-03-15,2,2018-12-17,IC1903.CCFX,4266.0,4283.8,4212.0,3432.0,2919371680.0,4330.65,2018-12-17,88,-73.84999999999945
3,4207.0,2019-06-21,3,2018-12-17,IC1906.CCFX,4220.0,4233.6,4168.4,331.0,278147000.0,4330.65,2018-12-17,186,-123.64999999999964
1,4295.2,2018-12-21,0,2018-12-18,IC1812.CCFX,4305.0,4344.4,4241.6,32004.0,27476819720.0,4307.27,2018-12-18,3,-12.070000000000618
2,4268.0,2019-01-18,1,2018-12-18,IC1901.CCFX,4279.0,4317.4,4215.2,9756.0,8325772040.0,4307.27,2018-12-18,31,-39.27000000000044
0,4230.4,2019-03-15,2,2018-12-18,IC1903.CCFX,4242.2,4279.0,4180.6,4266.0,3606219880.0,4307.27,2018-12-18,87,-76.8700000000008
3,4175.0,2019-06-21,3,2018-12-18,IC1906.CCFX,4196.8,4226.6,4131.8,441.0,368111320.0,4307.27,2018-12-18,185,-132.27000000000044
1,4236.2,2018-12-21,0,2018-12-19,IC1812.CCFX,4301.0,4305.0,4233.6,25171.0,21486837120.0,4247.9,2018-12-19,2,-11.699999999999818
2,4206.4,2019-01-18,1,2018-12-19,IC1901.CCFX,4280.2,4280.2,4203.8,11736.0,9948573480.0,4247.9,2018-12-19,30,-41.5
0,4163.2,2019-03-15,2,2018-12-19,IC1903.CCFX,4237.6,4239.2,4163.2,3205.0,2692191200.0,4247.9,2018-12-19,86,-84.69999999999982
3,4103.6,2019-06-21,3,2018-12-19,IC1906.CCFX,4175.0,4185.0,4102.8,904.0,748514960.0,4247.9,2018-12-19,184,-144.29999999999927
1,4264.0,2018-12-21,0,2018-12-20,IC1812.CCFX,4231.0,4276.8,4217.8,20814.0,17694246680.0,4259.76,2018-12-20,1,4.239999999999782
2,4232.6,2019-01-18,1,2018-12-20,IC1901.CCFX,4200.2,4245.6,4180.6,22347.0,18845688720.0,4259.76,2018-12-20,29,-27.159999999999854
0,4192.2,2019-03-15,2,2018-12-20,IC1903.CCFX,4164.0,4206.4,4142.0,4168.0,3481390160.0,4259.76,2018-12-20,85,-67.5600000000004
3,4128.6,2019-06-21,3,2018-12-20,IC1906.CCFX,4092.0,4143.0,4080.0,1017.0,836779800.0,4259.76,2018-12-20,183,-131.15999999999985
1,4220.4,2018-12-21,0,2018-12-21,IC1812.CCFX,4253.0,4267.2,4200.0,8989.0,7624272280.0,4231.14,2018-12-21,0,-10.740000000000691
2,4206.0,2019-01-18,1,2018-12-21,IC1901.CCFX,4222.4,4236.0,4157.6,30552.0,25635671640.0,4231.14,2018-12-21,28,-25.140000000000327
0,4168.0,2019-03-15,2,2018-12-21,IC1903.CCFX,4192.2,4196.0,4121.0,4342.0,3610092040.0,4231.14,2018-12-21,84,-63.14000000000033
3,4111.2,2019-06-21,3,2018-12-21,IC1906.CCFX,4125.6,4130.4,4063.0,508.0,416173360.0,4231.14,2018-12-21,182,-119.94000000000051
2,4255.0,2019-01-18,0,2018-12-24,IC1901.CCFX,4193.4,4266.4,4183.2,28278.0,23951967800.0,4274.72,2018-12-24,25,-19.720000000000255
0,4236.4,2019-02-15,1,2018-12-24,IC1902.CCFX,4182.4,4245.6,4164.2,186.0,157157480.0,4274.72,2018-12-24,53,-38.32000000000062
1,4217.4,2019-03-15,2,2018-12-24,IC1903.CCFX,4155.0,4228.0,4147.2,3194.0,2679500320.0,4274.72,2018-12-24,81,-57.32000000000062
3,4157.0,2019-06-21,3,2018-12-24,IC1906.CCFX,4090.0,4164.6,4079.0,431.0,356562600.0,4274.72,2018-12-24,179,-117.72000000000025
2,4195.2,2019-01-18,0,2018-12-25,IC1901.CCFX,4209.8,4234.4,4085.0,37636.0,31292883360.0,4225.51,2018-12-25,24,-30.3100000000004
0,4170.4,2019-02-15,1,2018-12-25,IC1902.CCFX,4199.4,4212.8,4071.0,305.0,251551720.0,4225.51,2018-12-25,52,-55.11000000000058
1,4149.6,2019-03-15,2,2018-12-25,IC1903.CCFX,4185.4,4192.6,4049.8,5098.0,4191389800.0,4225.51,2018-12-25,80,-75.90999999999985
3,4091.0,2019-06-21,3,2018-12-25,IC1906.CCFX,4107.2,4133.0,3998.0,847.0,687068960.0,4225.51,2018-12-25,178,-134.51000000000022
2,4189.0,2019-01-18,0,2018-12-26,IC1901.CCFX,4198.8,4229.0,4158.0,26253.0,22005992320.0,4208.41,2018-12-26,23,-19.409999999999854
0,4160.4,2019-02-15,1,2018-12-26,IC1902.CCFX,4185.6,4202.0,4140.0,140.0,116757320.0,4208.41,2018-12-26,51,-48.01000000000022
1,4145.6,2019-03-15,2,2018-12-26,IC1903.CCFX,4157.0,4187.2,4118.2,2591.0,2151127640.0,4208.41,2018-12-26,79,-62.80999999999949
3,4082.2,2019-06-21,3,2018-12-26,IC1906.CCFX,4093.2,4126.0,4060.0,362.0,296737840.0,4208.41,2018-12-26,177,-126.21000000000004
2,4131.0,2019-01-18,0,2018-12-27,IC1901.CCFX,4258.2,4258.2,4125.8,28285.0,23724366080.0,4161.27,2018-12-27,22,-30.270000000000437
0,4110.8,2019-02-15,1,2018-12-27,IC1902.CCFX,4231.2,4231.2,4109.6,213.0,177595880.0,4161.27,2018-12-27,50,-50.470000000000255
1,4090.6,2019-03-15,2,2018-12-27,IC1903.CCFX,4204.8,4216.4,4083.4,3216.0,2672153160.0,4161.27,2018-12-27,78,-70.67000000000053
3,4030.2,2019-06-21,3,2018-12-27,IC1906.CCFX,4154.4,4155.8,4030.2,506.0,414861880.0,4161.27,2018-12-27,176,-131.07000000000062
2,4120.4,2019-01-18,0,2018-12-28,IC1901.CCFX,4143.0,4181.4,4119.2,28777.0,23841416840.0,4168.04,2018-12-28,21,-47.64000000000033
0,4099.8,2019-02-15,1,2018-12-28,IC1902.CCFX,4119.2,4160.2,4097.4,263.0,216920520.0,4168.04,2018-12-28,49,-68.23999999999978
1,4077.6,2019-03-15,2,2018-12-28,IC1903.CCFX,4105.0,4142.8,4076.2,3682.0,3021601120.0,4168.04,2018-12-28,77,-90.44000000000005
3,4024.0,2019-06-21,3,2018-12-28,IC1906.CCFX,4050.0,4085.4,4024.0,475.0,384406960.0,4168.04,2018-12-28,175,-144.03999999999996
2,4096.8,2019-01-18,0,2019-01-02,IC1901.CCFX,4135.0,4147.0,4086.0,24735.0,20354995120.0,4131.96,2019-01-02,16,-35.159999999999854
0,4073.0,2019-02-15,1,2019-01-02,IC1902.CCFX,4116.0,4149.4,4064.6,324.0,265539240.0,4131.96,2019-01-02,44,-58.960000000000036
1,4054.0,2019-03-15,2,2019-01-02,IC1903.CCFX,4097.6,4105.2,4043.0,3432.0,2794481280.0,4131.96,2019-01-02,72,-77.96000000000004
3,3993.6,2019-06-21,3,2019-01-02,IC1906.CCFX,4043.6,4045.4,3986.0,495.0,397285680.0,4131.96,2019-01-02,170,-138.36000000000013
2,4086.6,2019-01-18,0,2019-01-03,IC1901.CCFX,4100.0,4169.0,4077.6,28810.0,23679788520.0,4112.81,2019-01-03,15,-26.21000000000049
0,4059.0,2019-02-15,1,2019-01-03,IC1902.CCFX,4081.8,4142.0,4054.4,321.0,262482480.0,4112.81,2019-01-03,43,-53.8100000000004
1,4040.0,2019-03-15,2,2019-01-03,IC1903.CCFX,4058.6,4122.8,4030.4,3931.0,3193848800.0,4112.81,2019-01-03,71,-72.8100000000004
3,3977.4,2019-06-21,3,2019-01-03,IC1906.CCFX,4005.2,4059.6,3965.2,716.0,572093160.0,4112.81,2019-01-03,169,-135.4100000000003
2,4207.8,2019-01-18,0,2019-01-04,IC1901.CCFX,4062.0,4208.8,4058.0,33671.0,27867078280.0,4210.88,2019-01-04,14,-3.0799999999999272
0,4185.0,2019-02-15,1,2019-01-04,IC1902.CCFX,4035.0,4185.0,4034.2,467.0,385158440.0,4210.88,2019-01-04,42,-25.88000000000011
1,4163.0,2019-03-15,2,2019-01-04,IC1903.CCFX,4014.8,4164.0,4010.0,4998.0,4089149920.0,4210.88,2019-01-04,70,-47.88000000000011
3,4086.4,2019-06-21,3,2019-01-04,IC1906.CCFX,3955.0,4087.0,3947.6,1033.0,832455840.0,4210.88,2019-01-04,168,-124.48000000000002
2,4268.6,2019-01-18,0,2019-01-07,IC1901.CCFX,4210.0,4293.8,4196.6,30648.0,26048744640.0,4288.32,2019-01-07,11,-19.719999999999345
0,4249.0,2019-02-15,1,2019-01-07,IC1902.CCFX,4201.2,4268.6,4171.2,844.0,713472120.0,4288.32,2019-01-07,39,-39.31999999999971
1,4223.0,2019-03-15,2,2019-01-07,IC1903.CCFX,4175.0,4244.4,4149.2,5792.0,4869082440.0,4288.32,2019-01-07,67,-65.31999999999971
3,4158.4,2019-06-21,3,2019-01-07,IC1906.CCFX,4115.2,4182.4,4075.8,1359.0,1124749920.0,4288.32,2019-01-07,165,-129.92000000000007
2,4270.8,2019-01-18,0,2019-01-08,IC1901.CCFX,4260.0,4286.0,4248.8,23085.0,19708438440.0,4277.3,2019-01-08,10,-6.5
0,4244.6,2019-02-15,1,2019-01-08,IC1902.CCFX,4243.2,4259.8,4223.6,1024.0,869245240.0,4277.3,2019-01-08,38,-32.69999999999982
1,4220.6,2019-03-15,2,2019-01-08,IC1903.CCFX,4223.2,4235.6,4200.4,3669.0,3095854240.0,4277.3,2019-01-08,66,-56.69999999999982
3,4151.0,2019-06-21,3,2019-01-08,IC1906.CCFX,4158.0,4171.2,4133.4,761.0,632137760.0,4277.3,2019-01-08,164,-126.30000000000018
2,4273.8,2019-01-18,0,2019-01-09,IC1901.CCFX,4288.6,4363.6,4265.0,33159.0,28616226560.0,4288.77,2019-01-09,9,-14.970000000000255
0,4245.6,2019-02-15,1,2019-01-09,IC1902.CCFX,4261.0,4335.2,4236.8,1549.0,1328244280.0,4288.77,2019-01-09,37,-43.17000000000007
1,4223.2,2019-03-15,2,2019-01-09,IC1903.CCFX,4240.2,4313.6,4218.6,6361.0,5430730200.0,4288.77,2019-01-09,65,-65.57000000000062
3,4160.0,2019-06-21,3,2019-01-09,IC1906.CCFX,4159.0,4248.8,4151.0,1241.0,1042700920.0,4288.77,2019-01-09,163,-128.77000000000044
2,4277.4,2019-01-18,0,2019-01-10,IC1901.CCFX,4271.4,4327.0,4262.6,27192.0,23346955480.0,4281.86,2019-01-10,8,-4.460000000000036
0,4251.6,2019-02-15,1,2019-01-10,IC1902.CCFX,4242.0,4296.8,4238.2,1647.0,1405552200.0,4281.86,2019-01-10,36,-30.25999999999931
1,4230.0,2019-03-15,2,2019-01-10,IC1903.CCFX,4227.4,4275.0,4215.0,5179.0,4396205720.0,4281.86,2019-01-10,64,-51.85999999999967
3,4165.6,2019-06-21,3,2019-01-10,IC1906.CCFX,4151.6,4209.0,4151.0,945.0,789625120.0,4281.86,2019-01-10,162,-116.25999999999931
